name,price,original_price,discount,rating,review_count,sales_count,inventory_status,brand_name,seller_name,categories,short_description,link
"Quạt Tích Điện Gấp Gọn - Quạt Mini Để Bàn Xoay 180 Độ, 3 Tốc Độ Gió, Cổng Sạc USB Có Thể Điều Chỉnh Độ Cao Siêu Tiện Lợi - HÀNG CHÍNH HÃNG MINIIN",149000,149000,0,3.9,21,107,N/A,N/A,Smarthome29,,N/A,https://tiki.vn/quat-tich-dien-gap-gon-quat-mini-de-ban-xoay-180-do-3-toc-do-gio-cong-sac-usb-co-the-dieu-chinh-do-cao-sieu-tien-loi-hang-chinh-hang-miniin-p189475890.html?spid=189475894
"Quạt Tích Điện Không Dây XIAOMI Smartmi Gen 2S, Sử Dụng 20 Giờ Liên Tục 100 Tốc Độ Gió Quạt Siêu Êm, Có Remote, Kết Nối App Thông Minh Công Suất 25W- Hàng Chính Hãng",1760000,3499000,50,4.8,6,21,N/A,N/A,HOMES STORE,,N/A,https://tiki.vn/quat-tich-dien-khong-day-xiaomi-smartmi-gen-2s-su-dung-20-gio-lien-tuc-100-toc-do-gio-quat-sieu-em-co-remote-ket-noi-app-thong-minh-cong-suat-25w-hang-chinh-hang-p184955159.html?spid=184955184
"Quạt mini cầm tay Rockspace sạc tích điện có 3 chế độ gió, nhỏ gọn - Hàng chính hãng",99000,159000,38,0.0,0,0,N/A,N/A,ROCKSPACE OFFICIAL STORE,,N/A,https://tiki.vn/quat-mini-cam-tay-sieu-tien-dung-rockspace-sac-tich-dien-da-nho-gon-p184282503.html?spid=184282507
Quạt sàn sạc điện 35cm Tiross TS9179 25W pin Lion 5000mAh - Hàng chính hãng,1710000,1990000,14,0.0,0,0,N/A,N/A,Tiki Trading,,N/A,https://tiki.vn/quat-san-sac-dien-30cm-25w-pin-lion-5000mah-p276017264.html?spid=276017266
"Quạt kẹp xe đẩy Moazbebe MB063 sạc tích điện mini, đảo chiều xoay 360 Hàng Chính Hãng",573000,588000,3,0.0,0,0,N/A,N/A,chamsocbesosinh.com,,N/A,https://tiki.vn/quat-kep-xe-day-moazbebe-mb063-sac-tich-dien-mini-dao-chieu-xoay-360-p264013867.html?spid=264013868
Quạt Đứng AC ASF01D145 (16W) Động Cơ DC Inverter Tiết Kiệm Điện - Hàng Chính Hãng,2022000,2656000,24,4.0,1,1,N/A,N/A,Edistributor,,N/A,https://tiki.vn/quat-dung-ac-asf01d145-16w-dong-co-dc-inverter-tiet-kiem-dien-hang-chinh-hang-p76100620.html?spid=261072554
Quạt sàn sạc điện 30cm Tiross TS9178 25W pin Lion 5000mAh - Hàng chính hãng,1580000,1890000,16,0.0,0,0,N/A,N/A,Tiki Trading,,N/A,https://tiki.vn/quat-san-sac-dien-30cm-25w-pin-lion-5000mah-p276017250.html?spid=276017254
"Quạt tích điện để bàn Sothing, dung lượng pin 2000mAh, màn hình LED hiển thị hàng chính hãng",373000,373000,0,0.0,0,0,N/A,N/A,SOTHING Xiangwu Official store,,N/A,https://tiki.vn/quat-tich-dien-de-ban-sothing-dung-luong-pin-2000mah-man-hinh-led-hien-thi-p253277079.html?spid=253277085
"Quạt Trần Đèn Trùm 5 Cánh , 5 Bóng Đèn , Chạy Nhiều Tốc Độ Gió Và Siêu Tiết Kiệm Điện",2500000,2500000,0,0.0,0,0,N/A,N/A,ĐÈN TRANG TRÍ HÀ HIỆP,,N/A,https://tiki.vn/quat-tran-den-trum-5-canh-5-bong-den-chay-nhieu-toc-do-gio-va-sieu-tiet-kiem-dien-p178477368.html?spid=178477371
"Quạt Cầm Tay Mini Tích Điện Teement , Có Giá Đở Điện Thoại, Sạc USB Di Động Tiện Lợi, Phiên Bản Nâng Cấp - Hàng Chính Hãng",120000,120000,0,0.0,0,0,N/A,N/A,Venie,,N/A,https://tiki.vn/quat-cam-tay-mini-tich-dien-teement-co-gia-do-dien-thoai-sac-usb-di-dong-tien-loi-phien-ban-nang-cap-hang-chinh-hang-p276471134.html?spid=276471138
"Quạt phun sương tích điện Youpin AQUA BREEZE, 2 lồng quạt, có đèn LED, bình nước lớn có thể thêm đá, xoay tốc năng 90° làm mát rộng, pin dung lượng lớn - Hàng nhập khẩu",315000,315000,0,0.0,0,1,N/A,N/A,SMARTWATCH,,N/A,https://tiki.vn/quat-phun-suong-tich-dien-youpin-aqua-breeze-2-long-quat-co-den-led-binh-nuoc-lon-co-the-them-da-xoay-toc-nang-90-lam-mat-rong-pin-dung-luong-lon-hang-nhap-khau-p275130372.html?spid=275130373
Quạt Đứng Tích Điện Năng Lượng Mặt Trời  Jindian công suất 25w -Mã JD198LL- Hàng Chính Hãng ,1300000,1300000,0,0.0,0,0,N/A,N/A,Đèn Năng Lượng Jindian,,N/A,https://tiki.vn/quat-dung-tich-dien-nang-luong-mat-troi-jindian-25w-co-dieu-khien-bao-hanh-12-thang-p178256004.html?spid=178256005
"Quạt trần giấu cánh, cánh cụp cánh xòe cap cấp, có đèn trang trí, động cơ DC tiết kiệm điện",1690000,1690000,0,0.0,0,0,N/A,N/A,Đại Việt Gold,,N/A,https://tiki.vn/quat-tran-giau-canh-canh-cup-canh-xoe-cap-cap-co-den-trang-tri-tang-dieu-khien-tu-xa-dong-co-dc-tiet-kiem-dien-p98218872.html?spid=98218873
"Quạt trần có đèn trang trí, sải cánh 1.32m, động cơ DC tiết kiệm điện thế hệ mới, có điều khiển từ xa",2150000,2150000,0,0.0,0,1,N/A,N/A,Đại Việt Gold,,N/A,https://tiki.vn/quat-tran-co-den-trang-tri-dong-co-dc-tiet-kiem-dien-the-he-moi-co-dieu-khien-tu-xa-p113474405.html?spid=113474407
"Quạt trần động cơ ĐC tiết kiệm điện,cánh thép sơn tĩnh điện, rât sang trọng và êm, có điều khiển từ xa và hẹn giờ",2350000,2350000,0,0.0,0,0,N/A,N/A,Đại Việt Gold,,N/A,https://tiki.vn/quat-tran-dong-co-dc-tiet-kiem-dien-canh-thep-son-tinh-dien-rat-sang-trong-va-em-co-dieu-khien-tu-xa-va-hen-gio-p137951832.html?spid=137951833
Quạt Tích Điện Để Bàn Xiaomi 3life 008 Sử Dụng 6-24 Giờ Liên Tục Tùy Cấp Độ Gió - Hàng Nhập Khẩu,770000,1399000,45,4.5,4,10,N/A,N/A,HOMES STORE,,N/A,https://tiki.vn/quat-tich-dien-gap-gon-mini-remax-rl-fn31-khong-gian-su-dung-10-20m2-cong-suat-25w-hang-chinh-hang-p245782704.html?spid=201796418
 Quạt dùng pin và điện(18v/14.4v) Makita DCF201Z (chưa kèm pin sạc) -Hàng chính hãng,2038000,2038000,0,0.0,0,0,N/A,N/A,Thiết Bị Dụng Cụ,,N/A,https://tiki.vn/quat-dung-pin-va-dien-18v-14-4v-makita-dcf201z-chua-kem-pin-sac-p229732903.html?spid=229732904
"Quạt trần có đèn trao đèn bằng thủy tinh trang trí cho phòng khách, với phong khách cổ điển và hiện đại kết hợp",1690000,1690000,0,5.0,1,7,N/A,N/A,Đại Việt Gold,,N/A,https://tiki.vn/quat-tran-co-den-trao-den-bang-thuy-tinh-trang-tri-cho-phong-khach-voi-phong-khach-co-dien-va-hien-dai-ket-hop-p71931838.html?spid=71931839
"Quạt hơi nước tích điện Half Horse, xoay 180 pin 2500 mAh, thời gian sử dụng 6 tiếng, hàng chính hãng",424000,830000,49,0.0,0,9,N/A,N/A,Tăm nước Sài Gòn,,N/A,https://tiki.vn/quat-hoi-nuoc-cam-tay-de-ban-tich-hop-pin-sac-half-horse-fs31-2-quat-co-che-do-quay-hang-chinh-hang-p263396168.html?spid=276611100
Quạt sạc tích điện 16 inch Nakagami chất lượng công nghệ Nhật Bản có đèn LED và USB - Hàng chính hãng,1035000,1050000,1,0.0,0,0,N/A,N/A,Vạn Tín Store,,N/A,https://tiki.vn/quat-sac-tich-dien-16-inch-nakagami-chat-luong-cong-nghe-nhat-ban-co-den-led-va-usb-p273550276.html?spid=273550277
