name,price,original_price,discount,rating,review_count,sales_count,inventory_status,brand_name,seller_name,categories,short_description,link
Bộ nồi Inox 5 đáy SUNHOUSE MAMA SHG2503MSD,980000,980000,0,0.0,0,0,N/A,N/A,GIA DỤNG VIỆT,,N/A,https://tiki.vn/bo-noi-inox-5-day-sunhouse-mama-shg2503msd-p149145736.html?spid=270477177
"Bộ nồi inox 5 đáy Sunhouse SH888, Bộ 3 nồi size 16, 20, 24 cm, Chất liệu inox sáng bóng, chống xước, dễ vệ sinh",759000,759000,0,0.0,0,0,N/A,N/A,Do Gia Dung Ha Linh,,N/A,https://tiki.vn/bo-noi-inox-5-day-sunhouse-sh888-bo-3-noi-size-16-20-24-cm-chat-lieu-inox-sang-bong-chong-xuoc-de-ve-sinh-p263293433.html?spid=263293435
Bộ 4 Nồi Inox 304 3 Lớp Roman Fivestar Nắp Inox 07pcs FS07C Plus,2610000,2610000,0,4.8,5,22,N/A,N/A,SHOP BẾP XINH,,N/A,https://tiki.vn/bo-4-noi-inox-304-3-lop-roman-fivestar-nap-inox-07pcs-fs07c-plus-p17949782.html?spid=19402255
Bộ nồi inox FIVESTAR 5 chiếc 3 đáy bếp từ nắp inox ( tặng 2 vá canh ),1660000,1660000,0,5.0,1,2,N/A,N/A,SHOP BẾP XINH,,N/A,https://tiki.vn/bo-noi-inox-fivestar-5-chiec-3-day-bep-tu-nap-inox-tang-2-va-canh-p99211581.html?spid=99211588
Bộ nồi Inox 5 đáy SUNHOUSE MAMA SHG2503MSD,980000,980000,0,0.0,0,0,N/A,N/A,GIA DỤNG VIỆT,,N/A,https://tiki.vn/bo-noi-inox-5-day-sunhouse-mama-shg2503msd-p217325008.html?spid=270477185
Bộ Nồi Chảo Inox 304 Đáy Liền Sunhouse SHG808,1431000,2290000,38,0.0,0,4,N/A,N/A,Tiki Trading,,N/A,https://tiki.vn/bo-noi-chao-inox-304-day-lien-sunhouse-shg808-p273607035.html?spid=273607036
Nồi inox liền khối Elmich Hera EL-8220 size 16cm,605000,605000,0,0.0,0,0,N/A,N/A,Alô Bếp,,N/A,https://tiki.vn/noi-inox-lien-khoi-elmich-hera-el-8220-size-16cm-p203927202.html?spid=203927204
Nồi inox liền khối Elmich Hera EL-8180 size 16cm,605000,605000,0,5.0,1,1,N/A,N/A,Alô Bếp,,N/A,https://tiki.vn/noi-inox-lien-khoi-elmich-hera-el-8180-size-16cm-p201509168.html?spid=201509170
Nồi luộc gà inox 3 đáy SUNHOUSE SH28LG,427000,427000,0,0.0,0,1,N/A,N/A,GIA DỤNG VIỆT,,N/A,https://tiki.vn/no-i-luo-c-ga-inox-3-day-sunhouse-sh28lg-p217324979.html?spid=270477441
Bộ nồi inox 1 đáy Sunhouse SH224 - Hàng chính hãng,325000,325000,0,0.0,0,50,N/A,N/A,GIA DỤNG VIỆT,,N/A,https://tiki.vn/bo-noi-inox-1-day-sunhouse-sh224-hang-chinh-hang-p225940864.html?spid=263572426
Nồi inox Fivestar 3 đáy từ nắp kính,760000,760000,0,0.0,0,2,N/A,N/A,SHOP BẾP XINH,,N/A,https://tiki.vn/noi-inox-fivestar-3-day-tu-sanwich-26cm-nap-kinh-p17793900.html?spid=17796843
Bộ Nồi Chảo Inox Elmich Potenza EL2851 2352851 (4 Món),5100000,5100000,0,5.0,1,4,N/A,N/A,Alô Bếp,,N/A,https://tiki.vn/bo-noi-chao-inox-elmich-potenza-el2851-2352851-4-mon-p637867.html?spid=50944735
Bộ Nồi Inox 5 Đáy SUNHOUSE MAMA Đáy Từ SH784,980000,980000,0,0.0,0,1,N/A,N/A,GIA DỤNG VIỆT,,N/A,https://tiki.vn/bo-no-i-inox-5-day-sunhouse-mama-day-tu-sh784-p217324433.html?spid=264002331
Bộ nồi inox 5 đáy SUNHOUSE SH781 hàng chính hãng,690000,990000,30,0.0,0,9,N/A,N/A,Nguyễn Kim Official,,N/A,https://tiki.vn/bo-noi-inox-5-day-sunhouse-sh781-hang-chinh-hang-p107553605.html?spid=164242174
Nồi Luộc Gà Nắp Inox Fivestar Tặng 5 Muỗng Ăn - Bạc,780000,780000,0,0.0,0,2,N/A,N/A,FIVESTAR OFFICIAL STORE,,N/A,https://tiki.vn/noi-luoc-ga-nap-inox-fivestar-tang-5-muong-an-bac-p14639263.html?spid=79239197
Nồi Hấp 2 Tầng Bằng Inox Lock&Lock LLH1282 (28cm),853740,1512000,44,4.7,302,1283,N/A,N/A,Tiki Trading,,N/A,https://tiki.vn/noi-hap-2-tang-bang-inox-lock-lock-llh1282-28cm-p13561925.html?spid=13561926
Bộ nồi inox 5 đáy Sunhouse SHG517 - hàng chính hãng,625900,750000,17,0.0,0,0,N/A,N/A,Bep Gia Hung,,N/A,https://tiki.vn/bo-noi-inox-5-day-sunhouse-shg517-hang-chinh-hang-p274054156.html?spid=274054157
"Bộ nồi Inox Smartcook SM 2504MB size 16,20,24cm",588000,1196250,51,4.0,4,70,N/A,N/A,Tiki Trading,,N/A,https://tiki.vn/bo-noi-inox-smartcook-sm-2504mb-size-16-20-24cm-p272363235.html?spid=272363236
Bộ Nồi Inox 304 Fivestar Plush 3 đáy từ 4 Món Nắp Kính ( Tặng 10 Muỗng Ăn Inox ),2870000,2870000,0,4.3,6,10,N/A,N/A,FIVESTAR OFFICIAL STORE,,N/A,https://tiki.vn/bo-noi-inox-304-fivestar-4-mon-nap-kinh-tang-10-muong-an-inox-p14449803.html?spid=79239073
Nồi lẻ inox 5 đáy Sunhouse Mama SHG25216 20 24 MSD,270000,380000,29,4.6,13,57,N/A,N/A,Bep Gia Hung,,N/A,https://tiki.vn/noi-le-inox-5-day-sunhouse-mama-shg25216-20-24-msd-p112107585.html?spid=112107594
"Bộ 4 nồi inox Fivestar 3 đáy bếp từ , inox 430 , nắp kính ( tặng 1 vá canh )",1620000,1620000,0,5.0,1,6,N/A,N/A,SHOP BẾP XINH,,N/A,https://tiki.vn/bo-4-noi-inox-fivestar-3-day-bep-tu-inox-430-nap-kinh-tang-2-va-canh-p99211787.html?spid=99211795
Bộ Nồi Inox Xửng Hấp Và Chảo Chống Dính Fivestar (24cm),2430000,2430000,0,5.0,1,2,N/A,N/A,FIVESTAR OFFICIAL STORE,,N/A,https://tiki.vn/bo-noi-inox-xung-hap-va-chao-chong-dinh-fivestar-24cm-p14699072.html?spid=72215202
"Bộ Nồi Inox 3 Đáy SUNHOUSE SH335 16, 20, 24 cm",480000,480000,0,3.0,1,28,N/A,N/A,GIA DỤNG VIỆT,,N/A,https://tiki.vn/bo-no-i-inox-3-day-sunhouse-sh335-16-20-24-cm-p149146231.html?spid=264006904
"Bộ Nồi Inox 430 cao cấp 1 Đáy Fivestar 3 Chiếc Nắp Inox , dùng được mọi bếp , tặng 1 rổ inox 22cm",449000,449000,0,5.0,1,2,N/A,N/A,FIVESTAR OFFICIAL STORE,,N/A,https://tiki.vn/bo-noi-inox-1-day-fivestar-3-chiec-p14526625.html?spid=72212531
